(Parent) ASIN,Title,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile APP – B2B,Session percentage – Mobile App,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B,Units refunded,Units refunded – B2B,Refund Rate,Refund rate – B2B,Shipped product sales,Shipped Product Sales – B2B,Units shipped,Units Shipped – B2B,Orders shipped,Orders Shipped – B2B
B0B5CT3PTK,Blush,"1,599",9,736,5,"2,335",14,0.11%,0.10%,0.10%,0.07%,0.10%,0.09%,"2,086",9,"1,023",5,"3,109",14,0.10%,0.08%,0.11%,0.05%,0.10%,0.07%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0B75N4GT8,"MAC, Studio Radiance Face And Body Radiant Sheer Foundation - N3, 50 ml",15,0,12,0,27,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17,0,16,0,33,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0B75R3RZP,"MAC, Studio Radiance Face And Body Radiant Sheer Foundation - N6, 50 ml",4,0,2,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,2,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,85.71%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0B9XK87GS,Skin Full Cover Concealer - Natural by Bobbi Brown for Women - 0.27 oz Concealer,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BB1P6XNS,Yankee Candle Signature Scented Candle | Clean Cotton Large Jar Candle with Double Wicks | Soy Wax Blend Long Burning Candle for Women,40,0,27,1,67,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,59,0,31,1,90,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BB1PHXPC,Yankee Candle Signature Scented Candle | Soft Blanket Large Jar Candle with Double Wicks | Soy Wax Blend Long Burning Candle for Women,34,0,20,0,54,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,48,0,21,0,69,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BCGSJ94D,60 Seconds Super Shine #154-shell Yeah!! 8 ml,159,0,86,0,245,0,0.00%,0.01%,0.01%,0.00%,0.01%,0.00%,198,0,119,0,317,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BCGVTMRP,60 Seconds Super Shine #150-sandy Toes 8 ml,13,0,8,0,21,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19,0,9,0,28,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BDXVHPF7,Victoria Vynn GEL POLISH COLOUR 297 DAZZLING SIRIUS UV/LED Soak Off 8ml,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,0,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BDY11QF7,Victoria Vynn GEL POLISH COLOUR 298 PURPLE SPICA UV/LED Soak Off 8ml,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,0,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BF3MTQNK,Victoria Vynn GEL POLISH COLOUR 301 LOCKED IN RED UV/LED Soak Off 8ml,6,0,1,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,1,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.29%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BF3MXYGW,Victoria Vynn GEL POLISH COLOUR 315 Créme Brulée UV/LED Soak Off 8ml,2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BF3XVKVS,Victoria Vynn GEL POLISH COLOUR 302 SILVER SURPRISE UV/LED Soak Off 8ml,11,0,0,0,11,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13,0,0,0,13,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BF44LBN9,Victoria Vynn GEL POLISH COLOUR 311 ROSE MINORU UV/LED Soak Off 8ml,5,0,4,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,4,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BF4JP5NL,Victoria Vynn GEL POLISH COLOUR 309 ROUGE KOUJI UV/LED Soak Off 8ml,6,0,0,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,0,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BF94MBZF,Joanna Silk Smoothing Conditioner 500ML,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BF94VJWK,Joanna Silk Smoothing Shampoo 500ML,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BFB7NXJM,Joanna Curls Enhancing Mousse 150ML,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BFC68FTX,"Max Factor, Eyefinity All Day Eye Shadow","1,893",6,790,10,"2,683",16,0.07%,0.12%,0.11%,0.14%,0.12%,0.10%,"2,316",9,"1,030",10,"3,346",19,0.11%,0.08%,0.11%,0.10%,0.11%,0.09%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BFFY67C5,Rimmel Kind & Free Brow Definer - 003 Warm Brown,109,0,76,0,185,0,0.00%,0.01%,0.01%,0.00%,0.01%,0.00%,125,0,99,0,224,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BGQSF6FX,Victoria Vynn GEL POLISH COLOUR 322 Pink Antares UV/LED Soak Off 8ml,5,0,1,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11,0,1,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,91.67%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BGQT52WC,Victoria Vynn GEL POLISH COLOUR 323 Quartz Bellatrix UV/LED Soak Off 8ml,29,0,5,0,34,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,51,0,5,0,56,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BH95WFPW,"Max Factor Miracle Pure Vitamin C Skin-Illuminating Serum, 30ml, 98.0 grams",515,3,475,10,990,13,0.04%,0.03%,0.07%,0.14%,0.04%,0.08%,617,3,584,15,"1,201",18,0.03%,0.03%,0.06%,0.15%,0.04%,0.08%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BH97LL38,"BOURJOIS 1005-97326 Healthy Mix Radiant Foundation 55-deep Beige 30 ml for Adults, Built for Polished Makeup and Nail Looks, 30 ml",177,0,80,0,257,0,0.00%,0.01%,0.01%,0.00%,0.01%,0.00%,264,0,104,0,368,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BJKY1ZWX,Yankee Candle Scented,41,0,37,1,78,1,0.00%,0.00%,0.01%,0.01%,0.00%,0.01%,52,0,46,1,98,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BJQ48P62,Yankee Candle Scented Candles,44,0,26,0,70,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,54,0,34,0,88,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BJQ7KJ34,Yankee Candle Scented,42,0,23,0,65,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,52,0,24,0,76,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BJYNMFBC,"MAC, 239S Eye Shader Brush, 1 Item",2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BKR3VF8L,"MAC, 224S Tapered Blending Brush, 1 Item",0,0,6,1,6,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,0,0,9,1,9,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BL898PXQ,Technic Hydrating Lip Oil Gloss Fruity Flavour (Summer Vibes Pina Colada),0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BL8HYR3Y,Technic Hydrating Lip Oil Gloss Fruity Flavour (Summer Vibes Mojito),1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BMDPMSQV,Rimmel Rimmel_19401500,829,1,375,10,"1,204",11,0.01%,0.05%,0.05%,0.14%,0.05%,0.07%,"1,052",1,469,11,"1,521",12,0.05%,0.01%,0.05%,0.11%,0.05%,0.06%,0.07%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BN1D3GS7,"RIMMEL London 99350122192 Beauty Care Rimmel Kind and Free Lip Balm 003 for Adults, Made for Daily Beauty and Care",96,0,46,1,142,1,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,108,0,65,1,173,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BN1FVNTG,"Max Factor Masterpiece Lash WOW Mascara, 001 Black, 7.0 milliliters, Pack of 1",198,1,93,6,291,7,0.01%,0.01%,0.01%,0.08%,0.01%,0.04%,252,1,120,10,372,11,0.01%,0.01%,0.01%,0.10%,0.01%,0.05%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BN1K7XMT,Max Factor Facefinity All Day Shade 90 Concealer 200 g,4,0,11,0,15,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,12,0,16,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BN47HLGP,"L'Oreal Paris Infallible 24H Foundation, 120 Vanilla, 30 ml",9,0,8,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9,0,8,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BNF9SVXT,VICTORIA VYNN Pure Creamy Hybrid 227 PERI WAVE 8 ml,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BNFCYNG4,VICTORIA VYNN Pure Creamy Hybrid 225 PINK CLOUD 8 ml,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BNFNNVD4,VICTORIA VYNN Pure Creamy Hybrid 228 GREEN SING 8 ml,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BNG7K3QK,VICTORIA VYNN Pure Creamy Hybrid 232 PINK HORIZON 8 ml,6,0,1,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,3,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BNG83M2Z,VICTORIA VYNN Pure Creamy Hybrid 234 MAUVE LANDSCAPE 8 ml,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BNLL3DS2,Max Factor Facefinity All Day Shade 80 Concealer 200 g,22,0,11,0,33,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25,0,11,0,36,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BNMQVFSV,Max Factor False Lash Effect Mascara,502,4,352,7,854,11,0.05%,0.03%,0.05%,0.10%,0.04%,0.07%,636,7,515,8,"1,151",15,0.03%,0.06%,0.05%,0.08%,0.04%,0.07%,0.37%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BQN5X2WF,Delia Cosmetics Retinol Therapy,1,0,4,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,4,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BQPY55FQ,Yankee Candle Signature Scented Candle | Iced Berry Lemonade Large Jar Candle with Double Wicks | Soy Wax Blend Long Burning Candle | Perfect Gifts for Women,59,0,54,0,113,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,65,0,69,0,134,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BQQ1GBH7,Yankee Candle Signature Scented Candle | Wild Orchid Large Jar Candle with Double Wicks | Soy Wax Blend Long Burning Candle | Perfect Gifts for Women,8,0,7,0,15,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,9,0,19,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BQQ24YTC,Yankee Candle Signature Scented Candle | White Gardenia Large Jar Candle with Double Wicks | Soy Wax Blend Long Burning Candle | Perfect Gifts for Women,20,0,19,1,39,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,30,0,35,1,65,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BQZ7PDMB,"ARMAF Club De Nuit Imperiale Eau De Parfum, 105ml",0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,1,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BR7BSFQG,Max Factor Nailfinity Nail Polish,86,0,53,0,139,0,0.00%,0.01%,0.01%,0.00%,0.01%,0.00%,115,0,68,0,183,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,0.59%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BR7KF3B6,Max Factor Masterpiece Liquid Liner,373,4,248,3,621,7,0.05%,0.02%,0.03%,0.04%,0.03%,0.04%,450,4,325,4,775,8,0.02%,0.04%,0.03%,0.04%,0.03%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BS6VJBBV,Fudge DOUBLE Luminizer Moisture-Boosting Weightless Shine-Enhancing Conditioner 250ml,6,0,3,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,4,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BSGKTZJR,Yankee Candle Signature Scented Candle | Cinnamon Stick Medium Jar Candle with Double Wicks | Soy Wax Blend Long Burning Candle | Perfect Gifts for Women,5,0,3,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,3,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BSGMGX85,Yankee Candle Signature Scented Candle | Vanilla Cupcake Medium Jar Candle with Double Wicks | Soy Wax Blend Long Burning Candle | Perfect Gifts for Women,21,0,7,1,28,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,23,0,7,1,30,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,53.57%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BSMSL4WY,Max Factor Brow Revival Densifying Eyebrow Gel with Oils and Fibers,226,0,124,1,350,1,0.00%,0.01%,0.02%,0.01%,0.02%,0.01%,310,0,184,1,494,1,0.02%,0.00%,0.02%,0.01%,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BSS9PRCF,Victoria Vynn GEL POLISH COLOUR 327 ROUGE FUNK UV/LED Soak Off 8ml,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BSS9S3Z3,Victoria Vynn GEL POLISH COLOUR 326 ELECTRO PURPLE UV/LED Soak Off 8ml,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BSS9Z4VH,Victoria Vynn GEL POLISH COLOUR 325 TECHNO VIOLET UV/LED Soak Off 8ml,3,0,1,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,1,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,75.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BSSCJPJM,BOURJOIS Paris Healthy Mix Clean & Vegan Anti-Fatigue Concealer,3,0,2,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,2,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BT88565B,Technic Lip Oil Bundle,56,0,36,0,92,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,71,0,46,0,117,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BTTHM8B7,Elizabeth Arden Green Tea Citron Freesia EDT 100ml Fruity Floral for Women,"3,974",12,"1,322",10,"5,296",22,0.14%,0.26%,0.18%,0.14%,0.23%,0.14%,"4,809",12,"1,592",12,"6,401",24,0.24%,0.11%,0.17%,0.12%,0.21%,0.11%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BTTW4M53,MAC Lash Dry Shampoo Mascara Freshener - .22 fl oz / 6.5 mL,6,0,4,1,10,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,6,0,6,1,12,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,40.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BVVJ6K8R,60 seconds,46,1,23,0,69,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.01%,65,4,30,0,95,4,0.00%,0.04%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BXHDTZRX,Maybelline New York Maybelline New York Hyper Easy Liner Nr Eyeliner,280,2,94,4,374,6,0.02%,0.02%,0.01%,0.05%,0.02%,0.04%,378,2,115,5,493,7,0.02%,0.02%,0.01%,0.05%,0.02%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BXHGNVPX,Bourjois Healthy Mix BB Cream,303,2,197,1,500,3,0.02%,0.02%,0.03%,0.01%,0.02%,0.02%,393,4,253,1,646,5,0.02%,0.04%,0.03%,0.01%,0.02%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BXHQ2PL2,Max Factor Miracle Second Skin Foundation LSF 20,"1,104",5,413,0,"1,517",5,0.06%,0.07%,0.06%,0.00%,0.07%,0.03%,"1,472",8,526,0,"1,998",8,0.07%,0.07%,0.06%,0.00%,0.07%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BXNSHCCJ,Yankee Candle Amber & Sandalwood 368 Gr,0,0,3,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,3,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
